X,Y,OBJECTID,ATT_ID,PROGRAM_CO,PARTNER_CO,AT_CODE,ACTIVITY_S,ACTIVITY_D,ACTIVITY_C,LOCATION_C,USAID_CONT,START_DATE,PLANNED_CO,ACTUAL_COM,TOTAL_COST,PERCENT_CO,MALE_BENEF,FEMALE_BEN,MALE_BEN_1,FEMALE_B_1,DATE_TIME_,INPUTTING_,DATE_TIME1,LAST_MODIF,LOCATION_N,GOV_NAME,WBG_CODE,LAST_ON_SI,PLANNED__1,PARTNER_RE,PERMANENT_,PERMANENT1,SubPartner,RECIPIENT,SLOT,Low_FY,High_FY,Number_of_,Temporary_,Temporary1,Male_Ben_2,Female_B_2,Male_Ben_3,Female_B_3,Male_Ben_4,Female_B_4,Temporar_1,Temporar_2,Male_Ben_5,Female_B_5,Male_Ben_6,Female_B_6,Male_Ben_7,Female_B_7,Program__1,Program__2,Total_Co_1,Other_Cont,Location_L,Coordinate,Xcoord,Ycoord,Certifying,Last_Date_,SO_Code,SO_Name,Office,Office_Nam,AT_NAME,AT_SHORT_N,SUBSECTOR_,SUBSECTOR1,SECTOR_COD,SECTOR_NAM,PARTNER_NA,Program_Na,Program_Ty,Program_St,PE_Code,PE_Name,Activity_1,Activity_2,Region_Cod,Region_Nam,PA_Code,PA_Name,Objective_,Objective1,Objectiv_1,Number_of1,Recipient_,Recipient1,Recipien_1,Subpartn_1
3918668.714899998158216,3811054.907300002872944,310407,28110,INP_Morg,BV-SPC,W049,On Going,Construction of 1000 cubic meter at grade reservoir in addition to grade 238 LM of two lane access road with shoulder to Ajja reservoir.,,010500,1009203,2015/10/26,2017/02/16,,1009203,0,0,0,3204,3079,2016/02/08,INP2MORG,2016/04/07,kkasbary,'Ajja,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,6,134,0,0,0,0,0,0,176,4191,1514,1454,506,486,1185,1138,NA,NA,1009203,0,Village,GPS,35.20200000,32.36300000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3918446.075899999589,3821866.588200002908707,310408,28111,INP_Morg,BV-SPC,W049,On Going,Construction of 500 cubic meter at grade reservoir in addition to upgrade 170 LM of two lane access road with shoulder to Kufeirit reservoir.,,010275,798804,2015/10/26,2017/02/16,,798804,0,0,0,1525,1465,2016/02/08,INP2MORG,2016/04/07,kkasbary,Kufeirit,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,6,138,0,0,0,0,0,0,114,2717,720,692,241,231,564,542,NA,NA,798804,0,Village,GPS,35.20000000,32.44500000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3939040.181699998676777,3818701.17689999938,310409,28112,INP_Morg,BV-SPC,W049,On Going,Construction of 500 cubic meter elevated reservoir in addition to construction of Al Mutila booster station.,,010315,1072653,2015/10/26,2017/02/16,,1072653,0,0,0,187,180,2016/02/08,INP2MORG,2016/04/07,kkasbary,Al Mutilla,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,10,230,0,0,0,0,0,0,223,5311,88,85,30,28,69,67,NA,NA,1072653,0,Village,GPS,35.38500000,32.42100000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3922230.9386,3815932.132799997925758,310410,28113,INP_Morg,BV-SPC,W049,On Going,"This activity includes the following works:
- Replacement of existing transmission pipelines (150mm) between Yabad junction and Kufeirit reservoir.
- Construction of new transmission pipelines (200mm) between Anza junction and Ajja reservoir
- Constructi","Beneficiaries are calculated from Al-Mughayyir and Umm altut villages, Talfit will not benefited because the water will pass to Jalqamous reservoir through Talfit only, moreover the other villages were already included at the reservoirs activities.",CLU003,4282100,2015/10/26,2017/02/16,,4282100,0,0,0,2161,2076,2016/02/08,INP2MORG,2016/04/07,kkasbary,Any Partner -  Jenin,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,6,131,0,0,0,0,0,0,303,7212,1021,981,341,328,799,768,NA,NA,4282100,0,Gov,GPS,35.23400000,32.40000000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3925570.523299999535,3809341.761399999261,310411,28114,INP_Morg,BV-SPC,W049,On Going,"Construction of new transmission pipelines (250 mm) between Sanur Junction and Maythaloun Well.

No Beneficiaries was reported in this activity where the transmission will work a by pass between Sanur well which was rehabilitated under TO 13-00018-WER an",,CLU003,1846152,2015/10/26,2017/02/16,,1846152,0,0,0,0,0,2016/02/08,INP2MORG,2016/04/07,kkasbary,Any Partner -  Jenin,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,6,136,0,0,0,0,0,0,111,2641,0,0,0,0,0,0,NA,NA,1846152,0,Gov,GPS,35.26400000,32.35000000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3933919.485100001096725,3815141.095600001513958,310412,28115,INP_Morg,BV-SPC,W049,On Going,"This activity include the following works:
- Construction of new washout and air release valve chambers along existing Zababdeh - Talfit Pipeline.
- Rehabilitation of existing chambers mechanical appurtenances and structural elements as well as construct","The indicated Total cost includes the Mobilization and De-Mobilization cost ""$ 592,830"" for TO 15-00010 South west Jenin water project SWJ.",CLU003,944567,2015/10/26,2017/02/16,,944567,0,0,0,0,0,2016/02/08,INP2MORG,2016/04/07,kkasbary,Any Partner -  Jenin,Jenin,WB,,2017/02/16,TO 15-00010,0,0,Khoudary,,-1,FY16,FY17,2,5,117,0,0,0,0,0,0,57,1364,0,0,0,0,0,0,NA,NA,944567,0,Gov,GPS,35.33900000,32.39400000,kkasbary,2016/04/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INP Morganti,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,0,,,,Saqqa and Khoudary Co.
3920283.4041,3714026.198700003325939,18701,21806,INPII_APCO,BV-SPC,A051,Completed,"Al Menya Landfill Road, Construction of a total of 3.6 km of the Al Menya Landfill Road. The road is a two lane road located in the Bethlehem Governorate that links the site of the Al Menya Landfill to the main road running towards Highway 60.","In addition to the below mentioned beneficiaries, Al Menya Road is used as an access road for Al Menya Landfill which benefit Bethlehem and Hebron Governorates.",CLU012,2752467,2012/06/27,2013/01/22,2013/03/14,2806264,100,1477,1415,1477,1415,2012/08/16,INPIIU2,2016/03/07,Smassis,Any Partner -  Bethlehem,Bethlehem,WB,2012/12/05,2013/01/22,,0,0,TARIFI,,-1,FY12,FY13,2,206,4910,698,668,233,223,546,524,115,2727,698,668,233,223,546,524,NA,NA,2752467,0,Gov,GPS,35.21650500,31.62377700,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,1,,,,TARIFI Contracting
3925018.113499999046,3738779.489100001752377,18702,21807,INPII_APCO,BV-SPC,A051,Completed,"Anata Main Road and Internal Roads; Construction of a total of 2.1 km of the Anata Main Entrance Road and 2.3 km of Internal Roads. The main road is a two-lane main road located in the Governorate of Jerusalem and connects the town of Anata to Jerusalem",,402040,3541730,2012/06/27,2013/02/21,2013/03/14,2887933,100,7147,6991,7147,6991,2012/08/16,INPIIU2,2016/03/07,Smassis,'Anata,Jerusalem,WB,2012/12/05,2013/02/21,,0,0,Shaltaf,,-1,FY12,FY13,2,429,10202,3376,3302,1128,1103,2643,2586,162,3855,3376,3302,1128,1103,2643,2586,NA,NA,3541730,0,Village,GPS,35.25903761,31.81292797,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,10,,,,Shaltaf General Contractors Company
3927574.274199999869,3729884.2628,36404,23612,INPII_APCO,BV-SPC,A051,Completed,Wadi Al-Jeer Al-Sawahira Al Sharqiya (Segment A): Upgrade a total of 2.883 km (Segment A) of the Wadi Al JeerAl Sawahira Al Sharqiya Road. Segment A is a two lane arterial road located in the vicinity of the of Al Sawahira Al Sharqiya town within the Go,,CLU011,3926336,2013/04/15,2013/12/20,2013/12/26,3448432,100,0,0,0,0,2013/06/03,INPIIU2,2015/06/29,smassis,Any Partner - Jerusalem,Jerusalem,WB,2014/01/14,2013/11/10,TO 13-00004,0,0,TARIFI,,-1,FY13,FY14,2,181,4296,0,0,0,0,0,0,287,6812,0,0,0,0,0,0,NA,NA,3926336,0,Gov,GPS,35.28200000,31.74500000,smassis,2015/06/29,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,TARIFI Contracting
3927574.274199999869,3729884.2628,36806,23616,INPII_APCO,BV-SPC,A051,Completed,Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment B): Upgrade a total of 0.972 km (Segment B) of the Wadi Al JeerAl Sawahira Al Sharqiya Road. Wadi Al Jeer-Al Sawahira Al Sharqiya Road (Segment B) is a one-lane road that intersects with Wadi Al Jeer-Al,,CLU011,618116,2013/04/15,2013/10/12,2013/10/07,657584,100,0,0,0,0,2013/06/04,INPIIU2,2015/06/29,smassis,Any Partner - Jerusalem,Jerusalem,WB,2013/10/29,2013/09/11,TO 13-00004,0,0,TGCGC,,-1,FY13,FY14,2,106,2524,0,0,0,0,0,0,124,2962,0,0,0,0,0,0,NA,NA,618116,0,Gov,GPS,35.28200000,31.74500000,smassis,2015/06/29,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Technical Group Company for General Contracting
3925013.925900001078844,3728967.977899998426437,36807,23617,INPII_APCO,BV-SPC,A051,Completed,Al Sawahira Al Sharqiya-Sheikh Sae'ed Road (Segment C): Upgrade a total of 1.297 km (Segment C) of the Al Sawahira Al Sharqiya-Sheikh Saeed Road. The road is a two-lane local road that links the town of Al Sawahira Al Sharqiya with the community of Shei,,402145,1169211,2013/04/15,2013/12/22,2013/12/23,887686,100,4459,4284,4459,4284,2013/06/04,INPIIU2,2016/03/07,Smassis,As Sawahira ash Sharqiya,Jerusalem,WB,2014/01/14,2013/10/11,TO 13-00004,0,0,Al Fakher,,-1,FY13,FY14,2,175,4155,2106,2024,704,676,1649,1584,200,4764,2106,2024,704,676,1649,1584,NA,NA,1169211,0,Village,GPS,35.25900000,31.73800000,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,5,,,,Al Fakher General Contracting Company
3927685.593699999154,3727528.241499997675419,36808,23618,INPII_APCO,BV-SPC,A051,Completed,Wadi Al Nar Road (Segment V): Milling and Overlay of 1.082 km of the Wadi Al Nar (Segment V) Road. In addition to safety enhancement (milling and road marking) for 0.83 km. The road is a two-lane regional road that connects the Northern districts of the,,CLU012,1230514,2013/04/15,2013/10/09,2013/10/07,1113872,100,0,0,0,0,2013/06/04,INPIIU2,2015/06/29,smassis,Any Partner -  Bethlehem,Bethlehem,WB,2013/10/29,2013/09/11,TO 13-0004,0,0,TGCGC,,-1,FY13,FY14,2,70,1678,0,0,0,0,0,0,138,3286,0,0,0,0,0,0,NA,NA,1230514,0,Gov,GPS,35.28300000,31.72700000,smassis,2015/06/29,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Technical Group Company for General Contracting
3922564.897100001573563,3744423.1968,36809,23619,INPII_APCO,BV-SPC,A051,Completed,"Qalandiya-Jabaa Road Safety Enhancement: Upgrade safety measures for the existing Qalandiya-Jabaa Road with a total length of 2.13 km, including 591 LM of milled and overlaid stretch. The road is a three-lane arterial road located within the Governorate",,CLU011,597720,2013/04/15,2013/08/26,2013/08/26,805046,100,0,0,0,0,2013/06/04,INPIIU2,2015/06/29,smassis,Any Partner - Jerusalem,Jerusalem,WB,2013/10/23,2013/08/12,TO 13-00004,0,0,Shaltaf,,-1,FY13,FY13,1,26,622,0,0,0,0,0,0,54,1286,0,0,0,0,0,0,NA,NA,597720,0,Gov,GPS,35.23700000,31.85600000,smassis,2015/06/29,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,3,,,,Shaltaf General Contractors Company
3907314.1268,3708957.861299999058,36810,23620,INPII_APCO,BV-SPC,A051,Completed,Al Thirwa Schools Road and Roads Retaining Structures: Upgrade of a total of 1.665 km of Al Thirwa Schools Road. Al Thirwa Schools Road is located in the town of Halhoul. Road works is sited in Areas A and B.,,502630,1233776,2013/04/15,2013/11/01,2013/10/31,1568858,100,13985,13436,13985,13436,2013/06/04,INPIIU2,2016/03/07,Smassis,Halhul,Hebron,WB,2014/01/02,2013/10/11,TO 13-00004,0,0,,,-1,FY13,FY14,2,207,4928,6607,6347,2207,2120,5172,4968,260,6198,6607,6347,2207,2120,5172,4968,NA,NA,1233776,0,Village,GPS,35.10000000,31.58500000,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,5,,,,
3906946.661200001835823,3701384.1862,36811,23621,INPII_APCO,BV-SPC,A051,Completed,Milling and Overlay of Hebron Internal Roads: Upgrade approximately 17.7 Km of Hebron Internal Roads. The internal roads are located within the vicinity of the city of Hebron within the Governorate of Hebron. Road works is sited in Area A. The work also,,502780,4837556,2013/04/15,2014/03/30,2014/03/30,4463760,100,103108,99064,103108,99064,2013/06/04,INPIIU2,2016/03/07,Smassis,Hebron,Hebron,WB,2014/03/31,2013/11/10,TO 13-00004,0,0,TARIFI,,-1,FY13,FY14,2,333,7915,48708,46798,16270,15632,38129,36635,635,15094,48708,46798,16270,15632,38129,36635,NA,NA,4837556,0,Village,GPS,35.09669900,31.52702500,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,TARIFI Contracting
3917178.703499998897314,3796229.982100002467632,92005,24682,INPII_APCO,BV-SPC,W049,Completed,"Deir Sharaf Main Pipeline Project:
- Installation a total of 13,584.56 LM of 300 mm steel pipeline.
- Installation a total of 1,723.96 LM of 150 mm steel pipeline.
- Installation a total of 1,171.64 LM of 100 mm steel pipeline.
- Installation a total of",,CLU006,6850342,2013/12/03,2015/03/10,2015/03/10,6859034,100,12080,11606,12080,11606,2014/01/09,INPIIU2,2016/01/26,INP2APCO,Any Partner -  Nablus,Nablus,WB,2015/03/19,2015/02/25,TO-13-00013,0,0,Brothers_CC,,-1,FY14,FY15,2,581,13832,5707,5483,1906,1831,4467,4292,585,13919,5707,5483,1906,1831,4467,4292,NA,NA,6850342,0,Gov,GPS,35.18861500,32.25044100,mpeters,2015/09/02,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,4,,,,Brothers Company for Contracting
3926200.8143,3766875.408299997448921,92404,24688,INPII_APCO,BV-SPC,A051,On Going,"Sinjil Main Entrance Road Project is located in Ramallah Governorate.The road links Sinjil Village to Highway 60, the main regional transport route connecting the northern and southern West Bank. Since 2001, shortly after the outbreak of the second Intif",,301500,2576206,2013/11/06,2016/02/28,,2063449,90,8999,8646,8999,8646,2014/01/12,INPIIU2,2016/04/07,INP2APCO,Sinjil,Ramallah & Al Bireh,WB,2015/07/28,2014/07/03,HIMII TO 13-11,0,0,Al Amjad,,-1,FY14,FY16,3,345,8203,4251,4084,1420,1364,3328,3197,220,5226,4251,4084,1420,1364,3328,3197,NA,NA,2576206,0,Village,GPS,35.26966200,32.02715300,amasri,2015/10/23,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Al Amjad Al Arabia for Contracting and General Construction
3922014.199599999934,3760981.151799999177,92405,24689,INPII_APCO,BV-SPC,A051,Completed,"Wadi Albalat Road:Reconstructing a total of 2,235 LM in addition to 4,380 LM Safety Enhancement of Wadi Al Balat Road which is a two-lane regional road that connects Ramallah with North Governorates.
",,CLU009,2696588,2013/11/06,2014/10/07,2014/10/07,2616457,100,0,0,0,0,2014/01/12,INPIIU2,2015/11/01,INP2APCO,Any Partner -  Ramallah,Ramallah & Al Bireh,WB,2014/09/22,2014/07/03,HIMII TO 13-11,0,0,TARIFI,,-1,FY14,FY15,2,309,7363,0,0,0,0,0,0,276,6563,0,0,0,0,0,0,NA,NA,2696588,0,Gov,GPS,35.23205300,31.98225200,amasri,2015/09/11,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,TARIFI Contracting
3910796.7571,3716938.6017,93204,24706,INPII_APCO,BV-SPC,W049,Completed,Deir Shar Pipeline Project was constructed to serve as the backbone of the southern West Banks water infrastructure and the majority of water reaching the region will flow through it. The Pipeline has an ultimate capacity of 26.3 million cubic meters a,,CLU013,16348190,2013/11/06,2015/10/20,2015/11/26,15612214,100,102000,98000,199608,191781,2014/01/15,INPIIU2,2016/03/07,Smassis,Any Partner - Hebron,Hebron,WB,2015/11/11,2015/05/09,TO 13-00016,0,0,,,-1,FY14,FY16,3,1631,38802,48185,46295,16096,15464,37720,36240,969,23058,94295,90597,31498,30263,73815,70921,NA,NA,16348190,0,Gov,GPS,35.13128500,31.64605200,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,2,,,,
3912407.550099998713,3725043.134999997913837,93205,24707,INPII_APCO,BV-SPC,W049,On Going,The Nahaleen Main Pipeline Project replaced the current large-scale water pipeline that is aging and weak. The pipeline is located in the southern part of the West Bank. The replacement pipeline reduced leaks and substantially increase water availability,,452325,12198705,2013/11/06,2015/10/01,,11614884,90,10953,10523,10953,10523,2014/01/15,INPIIU2,2016/03/13,INP2APCO,Nahhalin,Bethlehem,WB,,2015/04/29,TO 13-00015,0,0,TARIFI,,-1,FY14,FY16,3,1797,42758,5174,4971,1728,1662,4050,3891,821,19539,5174,4971,1728,1662,4050,3891,NA,NA,12198705,0,Village,GPS,35.14575500,31.70801000,mpeters,2015/09/02,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Cons/rehab. water wells, reservoirs, pump stations, transmission networks","Cons/rehab. water wells, reservoirs, pump stations, large networks",Water,Water,Water_w,Water_WasteWater,Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,3.1.8,Water Supply and Sanitation,CON,Construction/Rehab.,WB,West Bank,3.1,Health,3,Investing in People,IIP,3,,,,TARIFI Contracting
3905061.354299999774,3756224.766999997198582,93206,24708,INPII_APCO,BV-SPC,A051,Completed,"Kharbatha Bani Hareth-Ein Ayoub Road: Reconstructing atotal of 1,858 LM in addition to 295 LM milling and overlay work.The road is a two-lane local road that connects the town of Kharbatha Bani Hareth with the community of Ein Ayoub in the Governorate of",,301725,1400873,2013/11/06,2014/08/11,2014/08/11,1645938,100,2954,2838,2954,2838,2014/01/15,INPIIU2,2015/12/08,INP2APCO,Kharbatha Bani Harith,Ramallah & Al Bireh,WB,2014/06/24,2014/07/03,HIMII TO 13-11,0,0,Shaltaf,,-1,FY14,FY14,1,191,4550,1395,1341,466,448,1092,1050,181,4318,1395,1341,466,448,1092,1050,NA,NA,1400873,0,Village,GPS,35.07976300,31.94600300,amasri,2015/09/11,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,2,,,,Shaltaf General Contractors Company
3900573.063799999654,3698580.735399998724461,94003,24717,INPII_APCO,BV-SPC,A051,Completed,"Dura - Hebron (Sinjer) Road: 
 Construction of a total of 3,732.00 LM of Dura - Hebron (Sinjer) Road. 
 Construction of a total of 184.00 LM of Masarah Road.
 Construction of a total of 890.50 LM of Simple Access Roads.
 Milling Overlay of a total o",,502780,8057147,2013/11/01,2015/03/19,2015/03/19,8243912,100,124909,120011,124909,120011,2014/01/19,INPIIU2,2016/03/07,Smassis,Hebron,Hebron,WB,2015/04/13,2014/10/31,HIMII TO 13-12,0,0,TGCGC,,-1,FY14,FY15,2,992,23604,59007,56693,19711,18938,46191,44380,885,21063,59007,56693,19711,18938,46191,44380,NA,NA,8057147,0,Village,GPS,35.03944400,31.50555600,Smassis,2016/03/07,SO14,Access to Better Quality Water and Other Infrastructure,WRI,Water Resources and Infrastructure,"Construction / improvement of regional, main and local roads but not agricultural.","Construction / improvement of (regional, main and and local) roads",Roads,Roads,Transport,"Roads, bridges, rail, etc",Black and Veatch Special Projects Corp.,INPII_APCO,Regular,Active,4.4.3,Transport Services,CON,Construction/Rehab.,WB,West Bank,4.4,Infrastructure,4,Economic Growth,EG,4,,,,Technical Group Company for General Contracting
